
Organisation for Economic Co-operation and Development 

OECD Existing Chemicals Database
	
Click on an item ...

    Home
    Search
    SIDS contacts
    Sponsored chemicals
    Category chemicals
    Help

 
Reports

    Overall Status
    All Sponsored Substances
    Publications

 

	
List of all chemicals

CAS number	Chemical Name	Synonyms
97-77-8	Disulfiram	Thioperoxydicarbonic diamide, tetramethyl-
97-85-8	2-methylpropyl 2-methyl-2-propanoate	iso-Butyric acid, iso-butyl ester
97-86-9	2-methylpropyl 2-methyl-2-propenoate	iso-Butyl methacrylate
97-88-1	Butyl methacrylate	2-Propenoic acid, 2-methyl-, butyl ester
97-90-5	1,2-ethanediyl 2-methyl-2-propenoate	 
97-93-8	Aluminium, triethyl-	Triethylaluminium
97-99-4	2-Furanmethanol, tetrahydro-	 
98-00-0	2-Furanmethanol	Furfuryl alcohol
98-01-1	2-Furaldehyde	2-Furancarboxaldehyde
98-07-7	Benzene, (trichloromethyl)-	 
98-08-8	Benzene, (trifluoromethyl)-	 
98-09-9	Benzenesulfonyl chloride	 
98-10-2	Benzenesulfonamide	 
98-11-3	Benzenesulfonic acid	 
98-13-5	Silane, trichlorophenyl-	Trichloro(phenyl)silane
98-16-8	Aniline, 3-(trifluoromethyl)-	 
98-29-3	1,2-Benzenediol, 4-(1,1-dimethylethyl)-	 
98-44-2	1,4-Benzenedisulfonic acid, 2-amino-	 
98-46-4	Benzene, 1-nitro-3-(trifluoromethyl)-	 
98-51-1	Toluene, 4-tert-butyl-	p-tert-Butyltoluene
98-52-2	Cyclohexanol, 4-tert-butyl-	4-tert-Butylcyclohexanol
98-54-4	Phenol, 4-tert-butyl-	p-tert-Butyl phenol
98-55-5	p-Menth-1-en-8-ol	3-Cyclohexene-1-methanol, alpha.,alpha.,4-trimethyl-
98-56-6	Benzene, 1-chloro-4-(trifluoromethyl)-	 
98-59-9	Benzenesulfonyl chloride, 4-methyl-	p-Toluenesulfonyl chloride
98-73-7	Benzoic acid, 4-tert-butyl-	p-tert-Butylbenzoic acid
98-82-8	Cumene	(1-Methylethyl)benzene
98-83-9	Benzene, (1-methylethenyl)-	2-Phenylpropane
98-86-2	Acetophenone	Ethanone, 1-phenyl-
98-87-3	Benzene, (dichloromethyl)-	 
98-88-4	Benzoyl chloride	 
98-89-5	Cyclohexanecarboxylic acid	 
98-92-0	Nicotinamide	3-Pyridinecarboxamide
98-94-2	Cyclohexylamine, N,N-dimethyl-	Cyclohexyldimethylamine
98-95-3	Benzene, nitro-	Nitrobenzene
99-04-7	Benzoic acid, 3-methyl-	m-Toluic acid
99-08-1	Toluene, 3-nitro-	m-Nitrotoluene
99-09-2	Aniline, 3-nitro-	m-Nitroaniline
99-51-4	o-Xylene, 4-nitro-	Benzene, 1,2-dimethyl-4-nitro-
99-54-7	4-Nitrobenzene, 1,2-dichloro-	1,2-Dichloro-4-nitrobenzene
99-62-7	Benzene, 1,3-diiso-propyl-	Benzene, 1,3-bis(1-methylethyl)-
99-63-8	Isophthaloyl chloride	1,3-Benzenedicarbonyl dichloride
99-65-0	Benzene, m-dinitro-	1,3-Dinitrobenzene
99-71-8	Phenol, 4-(1-methylpropyl)-	 
99-75-2	Methyl 4-toluate	Benzoic acid, 4-methyl-, methyl ester
99-87-6	p-Cymene	Benzene, 1-methyl-4-(1-methylethyl)-
99-88-7	Aniline, 4-(1-methylethyl)-	4-Isopropylaniline
99-94-5	Benzoic acid, 4-methyl-	p-Toluic acid
99-96-7	Benzoic acid, 4-hydroxy-	4-Hydroxybenzoic acid
99-97-8	Benzenamine, N,N,4-trimethyl-	 
99-99-0	Toluene, 4-nitro-	p-Nitrotoluene
100-00-5	Benzene, 1-chloro-4-nitro-	1-Chloro-4-nitrobenzene
100-01-6	Aniline, 4-nitro-	p-Nitroaniline
100-02-7	Phenol, 4-nitro-	p-Nitrophenol
100-14-1	alpha-chloro-4-nitrotoluene 	 
100-18-5	Benzene, p-diisopropyl-	Benzene, 1,4-bis(1-methylethyl)-
100-20-9	Terephthaloyl dichloride	1,4-Benzenedicarbonyl dichloride
100-21-0	Terephthalic acid	1,4-Benzenedicarboxylic acid
100-29-8	Nitrobenzene, 4-ethoxy-	4-Nitrophenetole
100-37-8	Ethanol, 2-(diethylamino)-	2-Diethylaminoethanol
100-40-3	Cyclohexene, 4-vinyl-	4-Vinylcyclohexene
100-41-4	Benzene, ethyl-	Ethylbenzene
100-42-5	Styrene	Benzene, ethenyl-
100-43-6	Pyridine, 4-ethenyl-	 
100-44-7	Benzyl chloride	Benzene, chloromethyl-
100-46-9	Benzylamine	 
100-47-0	Benzonitrile	 
100-51-6	Benzenemethanol	Benzyl alcohol
100-52-7	Benzaldehyde	 
100-53-8	Benzenemethanethiol	 
100-54-9	Nicotinonitrile	3-Pyridinecarbonitrile
100-61-8	N-Methylaniline	 
100-63-0	Phenylhydrazine	 
100-64-1	Cyclohexanone, oxime	 
100-69-6	Pyridine, 2-vinyl-	Pyridine, 2-ethenyl-
100-70-9	2-Pyridinecarbonitrile	 
100-74-3	Morpholine, 4-ethyl-	 
100-97-0	Methenamine	1,3,5,7-Tetraazatricyclo-[3.3.1.13,7]decane
100-99-2	Aluminium, tris(2-methylpropyl)-	Aluminum, triiso-butyl-
101-02-0	Triphenyl phosphite	Phosphorous acid, triphenyl ester
101-05-3	Anilazine	 
101-14-4	4,4'-methylenebis(2-chloroaniline)	 
101-39-3	Cinnamaldehyde, alpha-methyl-	alpha-methylcinnamaldehyde
101-53-1	4-Hydroxydiphenylmethane	 
101-54-2	p-Phenylenediamine, N-phenyl-	N-(4-Aminophenyl)aniline
101-68-8	Diphenylmethane diisocyanate (4,4'-M.D.I.)	4,4'-M.D.I.
101-72-4	p-Phenylenediamine, N-(1-methylethyl)-N'-phenyl-	N-isoPropyl-N'-phenyl-p-phenylenediamine
101-77-9	Aniline, 4,4'-methylenebis-	4,4'-Methylenedianiline
101-80-4	Aniline, 4,4'-oxydi-	Benzenamine, 4,4'-oxybis-
101-81-5	Benzene, 1,1'-methylenebis-	 
101-83-7	Dicyclohexylamine	Cyclohexanamine, N-cyclohexyl-
101-84-8	Diphenyl ether	Phenyl ether
101-86-0	Cinnamaldehyde, alpha-hexyl-	Octanal, 2-(phenylmethylene)-
101-96-2	p-Phenylenediamine, N,N'-di-sec-butyl-	1,4-Benzenediamine, N,N'-bis(1-methylpropyl)-
102-01-2	Acetoacetanilide	Butanamide, 3-oxo-N-phenyl-
102-06-7	Guanidine, 1,3-diphenyl-	1,3-Diphenylguanidine
102-09-0	Diphenyl carbonate	 
102-25-0	Benzene, 1,3,5-triethyl-	 
102-36-3	3,4-Dichlorophenyl isocyanate	Benzene, 1,2-dichloro-4-isocyanato-
102-47-6	3,4-Dichlorobenzyl chloride	 
102-60-3	2-Propanol, 1,1',1'',1'''-(1,2-ethanediyldinitrilo)tetrakis-	2-Propanol, 1,1',1'',1'''-(1,2-ethanediyldinitrilo
102-70-5	2-Propen-1-amine, N,N-di-2-propen-1-yl-	 
102-71-6	Triethanolamine	Ethanol, 2,2',2'',2'''-nitrilotris-
102-76-1	Acetin, tri-	1,2,3-Propanetriol triacetate
102-77-2	Benzothiazole, 2-(morpholinothio)-	2-(Morpholinothio)benzothiazole
102-81-8	Ethanol, 2-(dibutylamino)-	 
102-82-9	Tributylamine	1-Butamamine, N,N-dibutyl-
103-01-5	Glycine, N-phenyl-	N-Phenylglycine
103-09-3	2-Ethylhexyl acetate	Acetic acid, 2-ethylhexyl ester
103-11-7	2-Ethylhexyl acrylate	2-Propenoic acid, 2-ethylhexyl ester
103-23-1	Bis(2-ethylhexyl) adipate	Hexanedioic acid, bis(2-ethylhexyl)ester
103-24-2	Bis-(2-Ethylhexyl) nonanedioate	Azelaic acid, bis(2-ethylhexyl) ester
103-29-7	Benzene, 1,1'-(1,2-ethanediyl)bis-	 
103-34-4	Morpholine, 4,4'-dithiodi-	 
103-44-6	2-Ethylhexyl vinyl ether	 
103-63-9	Benzene, (2-bromoethyl)-	 
103-64-0	ß-Bromostyrene	 
103-65-1	Benzene, propyl-	 
103-69-5	Aniline, N-ethyl-	N-Ethylaniline
103-70-8	Formamide, N-phenyl-	 
103-71-9	Benzene, isocyanato-	Phenyl isocyanate
103-74-2	2-Pyridineethanol	 
103-76-4	1-Piperazineethanol	 
103-82-2	Phenylacetic acid	 
103-84-4	Acetamide, N-phenyl-	Acetanilide
103-90-2	Acetamide, N-(4-hydroxyphenyl)-	Paracetamol
104-15-4	p-Toluenesulfonic acid	Benzenesulfonic acid, 4-methyl-
104-38-1	Ethanol, 2,2'-[1,4-phenylenebis(oxy)]bis-	 
104-55-2	Cinnamaldehyde	2-Propenal, 3-phenyl-
104-66-5	Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-	 
104-67-6	2(3H)-Furanone, 5-heptyldihydro-	 
104-68-7	2-(2-Phenoxyethoxy)ethanol	 
104-75-6	1-Hexanamine, 2-ethyl-	 
104-76-7	1-Hexanol, 2-ethyl-	2-Ethylhexanol
104-83-6	alpha,4-dichlorotoluene	 
104-88-1	Benzaldehyde, 4-chloro-	4-Chlorobenzaldehyde
104-90-5	2-Picoline, 5-ethyl-	Ethylpicolin
104-91-6	Phenol, 4-nitroso-	 
104-93-8	Anisole, p-methyl-	Benzene, 1-methoxy-4-methyl-
104-94-9	p-Anisidine	 
105-05-5	Benzene, 1,4-diethyl-	 
105-08-8	1,4-Cyclohexanedimethanol	 
105-11-3	2,5-Cyclohexadiene-1,4-dione, 1,4-dioxime	 
105-16-8	Methacrylic acid, 2-(diethylamino)ethyl ester	2-Propenoic acid, 2-methyl-, 2-(diethylamino)ethyl ester
105-34-0	Methyl cyanoacetate	Acetic acid, cyano-, methyl ester
105-38-4	Vinyl propionate	 
105-39-5	Ethyl chloroacetate	Acetic acid, chloro-, ethyl ester
105-44-2	2-Pentanone, 4-methyl-, oxime	 
105-45-3	Methyl acetoacetate	Butanoic acid, 3-oxo-, methyl ester
105-48-6	Isopropyl chloroacetate	 
105-52-2	bis(1,3-Dimethylbutyl) maleate	2-Butenedioic acid(2Z)-, bis(1,3-dimethylbutyl) ester
105-53-3	Diethyl malonate	Propanedioic acid, diethyl ester
105-56-6	Ethyl cyanoacetate	Acetic acid, cyano-, ethyl ester
105-59-9	Ethanol, 2,2'-(methylimino)di-	2,2'-Methyliminodiethanol
105-60-2	2H-Azepin-2-one, hexahydro-	epsilon-Caprolactam
105-62-4	1-Methyl-1,2-ethanediyl dioleate	9-Octadecenoic acid(9Z)-, 1-methyl-1,2-ethanediyl ester
105-64-6	Diisopropyl peroxydicarbonate	Peroxydicarbonic acid, bis(1-methylethyl)ester
105-67-9	2,4-Xylenol	Phenol, 2,4-dimethyl-
105-76-0	Dibutyl maleate	2-Butenedioic acid (2Z)-, dibutyl ester
105-83-9	1,3-Propanediamine, N1-(3-aminopropyl)-N1-methyl-	 
105-99-7	Dibutyl adipate	Di-butyl adipate
106-14-9	Octadecanoic acid, 12-hydroxy-	 
106-20-7	Bis(2-ethylhexyl)amine	 
106-22-9	6-Octen-1-ol, 3,7-dimethyl-	 
106-23-0	Citronellal	 
106-24-1	Geraniol	2,6-Octadien-1-ol, 3,7-dimethyl-, (2E)-
106-25-2	Nerol	2,6-Octadien-1-ol, 3,7-dimethyl-, (2Z)-
106-31-0	Butyric anhydride	Butanoic acid, anhydride
106-36-5	Propanoic acid, propyl ester	 
106-42-3	1,4-Xylene	Benzene, p-dimethyl-
106-43-4	Toluene, 4-chloro-	p-Chlorotoluene
106-44-5	Phenol, 4-methyl-	4-Methylphenol
106-46-7	Benzene, 1,4-dichloro-	p-Dichlorobenzene
106-48-9	Phenol, 4-chloro-	4-Chlorophenol
106-49-0	Aniline, 4-methyl-	p-Toluidine
106-50-3	p-Phenylenediamine	1,4-Benzenediamine
106-63-8	Isobutyl acryliate	2-Propenoic acid, 2-methylpropyl ester
106-65-0	Dimethyl succinate	Butanedioic acid, dimethyl ester
106-75-2	Oxydiethylene chloroformate	Chloroformic acid, oxydiethylene ester
106-79-6	Dimethyl decanedioate	Sebacic acid, dimethyl ester
106-88-7	Butane, 1,2-epoxy-	1,2-Epoxybutane
106-89-8	Oxirane, chloromethyl-	Epichlorhydrin
106-91-2	Glycidyl methacrylate	2-Propenoic acid, 2-methyl-, oxiranylmethyl ester
106-92-3	Propane, 1-(allyloxy)-2,3-epoxy-	Oxirane, [(2-propenyloxy)methyl]-
106-93-4	Ethane, 1,2-dibromo-	1,2-Dibromoethane
106-94-5	Propane, 1-bromo-	 
106-97-8	Butane	 
106-98-9	1-Butene	 
106-99-0	1,3-Butadiene	 
107-01-7	2-Butene	 
107-02-8	Acrolein	2-Propenal
107-03-9	1-Propanethiol	 
107-04-0	Ethane, 1-bromo-2-chloro-	 
107-05-1	1-Propene, 3-chloro-	3-Chloropropene
107-06-2	Ethane, 1,2-dichloro-	1,2-Dichloroethane
107-07-3	2-Chloroethanol	 
107-11-9	2-Propen-1-amine	 
107-12-0	Propanenitrile	Propionitrile
107-13-1	Acrylonitrile	2-Propenenitrile
107-15-3	Ethylenediamine	1,2-Ethanediamine
107-18-6	2-Propen-1-ol	Allyl alcohol
107-19-7	2-Propyn-1-ol	 
107-21-1	Ethylene glycol	1,2-Ethanediol
107-22-2	Glyoxal	Ethanedial
107-25-5	Ether, methyl vinyl	Ethene, methoxy-
107-29-9	Acetaldehyde, oxime	 
107-31-3	Methyl formate	Formic acid, methyl ester
107-41-5	2,4-Pentanediol, 2-methyl-	2-Methylpentane-2,4-diol
107-43-7	Betaine	 
107-45-9	Butylamine, 1,1,3,3-tetramethyl-	2-Pentanamine, 2,4,4-trimethyl-
107-46-0	Disiloxane, hexamethyl-	Hexamethyldisiloxane
107-51-7	Trisiloxane, octamethyl-	 
107-64-2	1-Octadecanaminium, N,N-dimethyl-N-octadecyl-, chloride	Dimethyl dioctadecyl ammonium chloride
107-66-4	Dibutyl phosphate	 
107-71-1	Ethaneperoxoic acid, 1,1-dimethylethyl ethaneperoxoate	 
107-83-5	Pentane, 2-methyl-	 
107-86-8	2-Butenal, 3-methyl-	3-Methyl-2-butenal
107-87-9	2-Pentanone	 
107-88-0	1,3-Butanediol	 
107-92-6	Butanoic acid	Butyric acid
107-96-0	Propionic acid, 3-mercapto-	Propanoic acid, 3-mercapto-
107-98-2	2-Propanol, 1-methoxy-	1-Methoxypropan-2-ol
108-01-0	Ethanol, 2-(dimethylamino)-	Dimethylaminoethanol
108-03-2	Propane, 1-nitro-	1-Nitropropane
108-05-4	Vinyl acetate	Acetic acid ethenyl ester
108-10-1	Methyl isobutyl ketone	4-Methylpentan-2-one
108-11-2	2-Pentanol, 4-methyl-	4-Methylpentan-2-ol
108-18-9	2-Propanamine, N-(1-methylethyl)-	Di-iso-Propylamine
108-20-3	Propane, 2,2'-oxybis-	Di-iso-Propyl ether
108-21-4	1-methylethyl acetate	iso-Propyl acetate
108-22-5	Isopropenyl acetate	1-Propen-2-ol, acetate
108-23-6	1-Methylethyl carbonochloridiate	 
108-24-7	Acetic anhydride	Acetic acid, anhydride
108-31-6	Maleic anhydride	2,5-Furandione
108-32-7	Propylene carbonate	1,3-Dioxolan-2-one, 4-methyl-
108-38-3	1,3-Xylene	m-Xylene
108-39-4	Phenol, 3-methyl-	1,3-Cresol
108-44-1	m-Toluidine	Aniline, 3-methyl-
108-45-2	1,3-Phenylenediamine	m-Benzenediamine
108-46-3	1,3-Benzenediol	Resorcinol
108-59-8	Dimethyl malonate	Propanedioic acid, dimethyl ester
108-62-3	2,4,6,8-Tetramethyl-1,3,5,7-tetraoxacyclooctane	 
108-65-6	2-Propanol, 1-methoxy-, acetate	2-Methoxy-1-methylethyl acetate
108-67-8	Benzene, 1,3,5-trimethyl-	Mesitylene
108-68-9	3,5-Xylenol	Phenol, 3,5-dimethyl-
108-69-0	3,5-Dimethylaniline	 
108-73-6	phloroglucinol	 
108-74-7	1,3,5-Triazine, hexahydro-1,3,5-trimethyl-	 
108-77-0	Cyanuric chloride	s-Triazin, 2,4,6-trichloro-
108-78-1	Melamine	s-Triazin, 2,4,6-triamine
108-80-5	Isocyanuric acid	s-Triazin, 2,4,6(1H,3H,5H)-trione
108-83-8	Diisobutyl ketone	2,6-Dimethylheptan-4-one
108-87-2	Methyl cyclohexane	 
108-88-3	Toluene	Benzene, methyl-
108-89-4	Pyridine, 4-methyl-	 
108-90-7	Benzene, chloro-	Chlorobenzene
108-91-8	Cyclohexylamine	Cyclohexanamine
108-93-0	Cyclohexanol	 
108-94-1	Cyclohexanone	 
108-95-2	Phenol	 
108-98-5	Benzenethiol	 
108-99-6	3-Picoline	Pyridine, 3-methyl-
109-02-4	Morpholine, 4-methyl-	 
109-06-8	2-Picoline	Pyridine, 2-methyl-
109-09-1	Pyridine, 2-chloro-	 
109-16-0	2-Propenoic acid, 2-methyl-,1,2-ethanediylbis(oxy-2,1-ethanediyl)ester	 
109-43-3	Dibutyl decanedioate	 
109-52-4	Pentanoic acid	 
109-53-5	Propane, 1-(ethenyloxy)-2-methyl-	 
109-55-7	Propane, 1-Amino-3-dimethylamino-	3-Aminopropyldimethylamine
109-56-8	Ethanol, 2-[(1-methylethyl)amino]-	 
109-59-1	Ethanol, 2-(1-methylethoxy)-	2-Isopropoxyethanol
109-60-4	Propyl acetate	Acetic acid, propyl ester
109-61-5	Propyl chloroformate	PrCF
109-64-8	1,3-Dibromopropane	 
109-65-9	Butane, 1-bromo-	 
109-66-0	Pentane	normal pentane, n-pentane
109-67-1	1-Pentene	 
109-69-3	Butane, 1-chloro-	1-Chlorobutane
109-70-6	Propane, 1-bromo-3-chloro-	1-Bromo-3-chloropropane
109-72-8	Lithium, butyl-	 
109-73-9	1-Butanamine	Butylamine
109-74-0	Butanenitrile	 
109-77-3	Malononitrile	 
109-78-4	Propiononitrile, 3-hydroxy-	 
109-79-5	1-Butanethiol	 
109-83-1	Ethanol, 2-(methylamino)-	2-Methylaminoethanol
109-86-4	Ethanol, 2-methoxy-	2-Methoxyethanol
109-89-7	Diethylamine	Ethanamine, N-ethyl-
109-92-2	Ethene, ethoxy-	Ethyl vinyl ether
109-94-4	Ethyl formate	 
109-99-9	Tetrahydrofuran	Furan, tetrahydro-
110-00-9	Furan	 
110-01-0	Thiophene, tetrahydro-	Tetrahydrothiophene
110-02-1	Thiophene	 
110-03-2	2,5-Hexanediol, 2,5-dimethyl-	 
110-05-4	Peroxide, bis(tert-butyl)-	tert-Butyl peroxide
110-12-3	2-Hexanone, 5-methyl-	5-Methylhexan-2-one
110-15-6	Succinic acid	Butanedioic acid
110-16-7	Maleic acid	2-Butenedioic acid (2Z)-
110-17-8	Fumaric acid	2-Butenedioic acid, (2E)-
110-18-9	Ethylenediamine, N,N,N',N'-tetramethyl-	1,2-Ethanediamine, N,N,N',N'-tetramethyl-
110-19-0	2-Methylpropyl acetate	Isobutyl acetate
110-21-4	Biurea	1,1-Hydrazoformamide
110-25-8	Glycine, (Z)-N-Methyl-N-(1-oxo-9-octadecenyl)-	 
110-27-0	Tetradecanoic acid, 1-methylethyl ester	Isopropyl myristate
110-30-5	Octadecanamide, N,N'-1,2-ethanediylbis-	N,N'-Ethylenedi(stearamide)
110-33-8	Dihexyl adipate	Hexanedioic acid, dihexyl ester
110-42-9	Methyl decanoate	Decanoic acid, methyl ester
110-43-0	2-Heptanone	 
110-44-1	Sorbic acid	2,4-Hexadienoic acid, (2E,4E)-
110-54-3	Hexane	 
110-56-5	1,4-Dichlorobutane	 
110-59-8	Valeronitrile	 
110-62-3	Pentanal	Valeraldehyde
110-63-4	1,4-Butanediol	 
110-64-5	2-Butene-1,4-diol	 
110-65-6	2-Butyne-1,4-diol	 
110-71-4	Ethane, 1,2-dimethoxy-	 
110-80-5	Ethanol, 2-ethoxy-	2-Ethoxyethanol
110-82-7	Cyclohexane	 
110-83-8	Cyclohexene	 
110-85-0	Piperazine	 
110-86-1	Pyridine	 
110-88-3	1,3,5-Trioxane	s-Trioxane
110-89-4	Piperidine	 
110-91-8	Morpholine	 
110-93-0	Hept-5-en-2-one, 6-methyl-	6-Methylhept-5-en-2-one
110-94-1	Glutaric acid	Pentanedioic acid
110-96-3	Diisobutylamine	1-Propanamine, 2-methyl-N-(2-methylpropyl)-
110-97-4	2-Propanol, 1,1'-iminodi-	1,1'-Iminodipropan-2-ol
110-98-5	2-Propanol, 1,1'-oxydi-	1,1'-Oxydipropan-2-ol
111-11-5	Methyl octanate	Octanoic acid, methyl eser
111-14-8	Heptanoic acid	 
111-15-9	2-Ethoxyethanol acetate	Ethanol, 2-ethoxy-acetate
111-20-6	Sebacic acid	Decanedioic acid
111-27-3	1-Hexanol	Hexan-1-ol
111-29-5	1,5-Pentanediol	Pentane-1,5-diol
111-30-8	Glutaraldehyde	Pentanedial
111-36-4	Butane, 1-isocyanato-	Butyl isocyanate
111-40-0	Diethylenetriamine	1,2-Ethanediamine, N-(2-aminoethyl)-
111-41-1	Ethanol, 2-((2-aminoethyl)amino)-	Ethanol,2-((2-aminoethyl)-benzene-,1,2,4-tricarboxylate
111-42-2	2,2'-Iminodiethanol	Diethanolamine
111-44-4	Ether, bis(2-chloroethyl)-	Ethane, 1,1'-oxybis(2-chloro)-
111-46-6	Ethanol, 2,2'-oxybis-	Diethylene glycol
111-48-8	Ethanol, 2,2'-thiodi-	Thiodiglycol
111-49-9	1H-Azepine, hexahydro-	 
111-55-7	1,2-Ethanediol, diacetate	Ethylene glycol, diacetate
111-57-9	Octadecanamide, N-(2-hydroxyethyl)-	 
111-60-4	2-Hydroxyethyl stearate	Octadecanoic acid, 2-hydroxyethyl ester
111-65-9	Octane	 
111-66-0	1-Octene	 
111-69-3	1,4-Dicyanobutane	Adiponitrile
111-71-7	Heptanal	 
111-75-1	Ethanol, 2-(butylamino)-	 
111-76-2	Ethanol, 2-butoxy-	2-Butoxyethanol
111-77-3	Ethanol, 2-(2-methoxyethoxy)-	2-(2-Methoxyethoxy) ethanol
111-78-4	1,5-Cyclooctadiene	 
111-82-0	Methyl laurate	Methyl dodecanoate
111-84-2	Nonane	 
111-85-3	Octane, 1-chloro-	 
111-86-4	1-Octanamine	 
111-87-5	1-Octanol	Octyl alcohol
111-88-6	1-Octanethiol	 
111-90-0	Ethanol, 2-(2-ethoxyethoxy)-	 
111-91-1	Methane, bis(2-chloroethoxy)-	 
111-92-2	Dibutylamine	1-Butanamine, N-butyl-
111-96-6	Ether, bis(2-methoxyethyl)-	Ethane, 1,1'-oxybis(2-methoxy)-
111-97-7	Propionitrile, 3,3'-thiodi-	 
112-00-5	1-Dodecanaminium, N,N,N-trimethyl-, chloride	Ammonium, dodecyltrimethyl-, chloride
112-02-7	1-Hexadecanaminium, N,N,N-trimethyl-, chloride	 
112-05-0	Nonanoic acid	 
112-07-2	2-Butoxyethyl acetate	Ethanol, 2-butoxy-, acetate
112-15-2	2-(2-Ethoxyethoxy)ethyl acetate	Ethanol, 2-(2-ethoxyethoxy)-, acetate
112-18-5	1-Dodecanamine, N,N-dimethyl-	N,N-Dimethyldodecylamine
112-24-3	Triethylene tetramine	1,2-Ethanediamine, N,N'-bis(2-aminoethyl)-
112-25-4	Ethanol, 2-(hexyloxy)-	2-Hexyloxyethanol
112-26-5	1,2-Bis(2-chloroethoxy)ethane	 
112-27-6	Triethylene glycol	Ethanol, 2,2'-[1,2-ethanediylbis(oxy)]bis-
112-30-1	1-Decanol	 
112-34-5	Ethanol, 2-(butoxyethoxy)-	2-(2-Butoxyethoxy) ethanol
112-35-6	Ethanol, 2-(2-(2-methoxyethoxy)ethoxy)-	Ethanol, 2-[2-(2-methoxyethoxy)ethoxy]-
112-39-0	Methyl hexadecanoate	 
112-40-3	Dodecane	 
112-41-4	1-Dodecene	 
112-42-5	1-Undecanol	n-Undecyl alcohol
112-50-5	Triethylene glycol, monoethyl ether	Ethanol, 2-[2-(2-ethoxyethoxy)ethoxy]-
112-53-8	1-Dodecanol	Lauryl alcohol
112-55-0	1-Dodecanethiol	Dodecyl mercaptan
112-57-2	Tetraethylenepentamine	1,2-Ethanediamine, N-(2-aminoethyl)-N'-[2-[(2-aminoethyl)amino]ethyl]-
112-59-4	Ethanol, 2-[2-(hexyloxy)ethoxy]-	 
112-60-7	Tetraethylene glycol	Ethanol, 2,2'-[oxybis(2,1-ethanediyloxy)]bis-
112-61-8	Methyl octadecanoate	Octadecanoic acid, methyl ester
112-62-9	Methyl oleate	9-Octadecenoic acid(9Z)-, methyl ester
112-67-4	hexadecanoyl chloride	 
112-69-6	1-Hexadecylamine, N,N-dimethyl-	Hexadecylamine, N,N-dimethyl-
112-70-9	1-Tridecanol	 
112-72-1	1-Tetradecanol	 
112-75-4	Tetradecylamine, N,N-dimethyl-	1-Tetradecanamine, N,N-dimethyl-
112-76-5	Octadecanoyl chloride	Stearoyl chloride
112-80-1	Oleic acid	9-Octadecanoic acid, (9Z)-
112-84-5	13-Docosenamide, (13Z)-	(Z)-Docos-13-enamide
112-85-6	Docosanoic acid	 
112-86-7	13-Docosenoic acid, (13Z)-	(Z)-Docos-13-enoic acid
112-88-9	1-Octadecene	Octadec-1-ene
112-90-3	9-Octadecen-1-amine, (9Z)-	9-Octadecen-1-amine, (Z)-
112-91-4	9-Octadecenenitrile, (9Z)-	Oleonitrile
112-92-5	1-Octadecanol	Stearyl alcohol
113-98-4	Potassium 3,3-dimethyl-7-oxo-6-(phenylacetamido)-4-thia-1-azbicyclo[3.2.0]heptane-2-carboxylate	 
114-26-1	Propoxur	 
115-07-1	1-Propene	Propylene
115-10-6	Dimethyl ether	Methane, oxybis-
115-11-7	Propene, 2-methyl-	1-Propene, 2-methyl-
115-18-4	3-Buten-2-ol, 2-methyl-	Methylbutenol
115-19-5	3-Butyn-2-ol, 2-methyl-	 
115-21-9	Silane, trichloroethyl-	 
115-25-3	Cyclobutane, octafluoro-	 
115-27-5	5-Norbornene-2,3-dicarboxylic anhydride,	Chlorendic anhydride
115-29-7	Endosulfan	 
115-32-2	Dicofol	 
115-70-8	2-Amino-2-ethyl-1,3-propanediol	 
115-77-5	Pentaerythritol	1,3-Propanediol, 2,2-bis(hydroxymethyl)-
115-83-3	Neopentanetetrayl stearate	Octadecanoic acid, 2,2-bis[[(1-oxooctadecyl)oxy]methyl]-1,3-propanedil
115-84-4	1,3-Propanediol, 2-butyl-2-ethyl-	 
115-86-6	Triphenyl phosphate	Phosphoric acid, triphenyl ester
115-95-7	Linalylacetate	Dehydrolinalool, acetate
115-96-8	Ethanol, 2-chloro-, phosphate (3:1)	Tris(2-chloroethyl)phosphate
116-02-9	Cyclohexanol, 3,3,5-trimethyl-	3,3,5-Trimethylcyclohexanol
116-11-0	Isopropenylmethylether	 
116-14-3	Ethene, tetrafluoro-	Ethylene, tetrafluoro-
116-15-4	1-Propene, hexafluoro-	1-Propene, hexafluoro
116-53-0	Butanoic acid, 2-methyl-	Butyric acid, 2-methyl-
117-08-8	Phthalic anhydride, tetrachloro-	1,3-Isobenzofurandione, 4,5,6,7-tetrachloro-
117-79-3	Anthraquinone, 2-amino-	2-Amino anthraquinone
117-81-7	Bis(2-ethylhexyl) phthalate	1,2-Benzenedicarboxylic acid, bis(2-ethylhexyl) ester
117-82-8	1,2-Benzenedicarboxylic acid, bis(2-methoxyethyl) ester (Di(methoxyethyl)phthalate)	 
117-84-0	Dioctyl phthalate	1,2-Benzenedicarboxylic acid, dioctyl ester
118-33-2	1,3-Naphthalenedisulfonic acid, 6-amino-	 
118-44-5	N-Ethyl-1-aminonaphthalene	 
118-48-9	2H-3,1-Benzoxazine-2,4(1H)-dione	 
118-58-1	Benzyl salicylate	Benzoic acid, 2-hydroxy-, phenylmethyl ester
118-69-4	2,6-Dichlorotoluene	 
118-74-1	Benzene, hexachloro-	Hexachlorobenzene
