CAS #	Substance Name	Retired CAS #s	Incorrect CAS #s
6683-19-8	Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, 1,1'-[2,2-bis[[3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-1-oxopropoxy]methyl]-1,3-propanediyl] ester	103843-13-6, 1109089-59-9, 1209496-25-2, 1234384-04-3, 12634-41-2, 127337-64-8, 131611-06-8, 132503-83-4, 137500-49-3, 1427306-01-1, 145526-73-4, 154508-64-2, 156511-60-3, 1801141-34-3, 2042682-13-1, 2091249-41-9, 2135747-59-8, 2169243-97-2, 2179083-74-8, 2231695-62-6, 245440-68-0, 502635-12-3, 5106-16-1, 60005-82-5, 67894-72-8, 678997-54-1, 68882-58-6, 702667-02-5, 70695-00-0, 869093-09-4, 913283-07-5, 937248-86-7, 98584-37-3	
68956-12-7	Fatty acids, C18-unsatd., dimers, distn. lights	68308-26-9	
107-03-9	1-Propanethiol	2766664-77-9	
1724-39-6	Cyclododecanol		
84-65-1	9,10-Anthracenedione	17418-58-5, 790240-52-7	
68608-24-2	Sulfonic acids, petroleum, potassium salts		
67763-14-8	Phosphoric acid, mono(2-ethylhexyl) ester, compd. with tert-dodecanamine (1:?)		
23500-79-0	Phenol, 3-(chloromethyl)-6-(1,1-dimethylethyl)-2,4-dimethyl-		
68439-80-5	Amines, polyethylenepoly-, reaction products with succinic anhydride polybutenyl derivs.		
68439-86-1	Bone, ash		
73398-61-5	Glycerides, mixed decanoyl and octanoyl		
70191-75-2	Benzenesulfonic acid, decyl(sulfophenoxy)-		
29385-43-1	1H-Benzotriazole, 6(or 7)-methyl-	1282616-72-1, 197463-09-5, 39327-11-2, 39410-70-3, 42441-65-6, 82467-35-4	
68608-26-4	Sulfonic acids, petroleum, sodium salts	61789-62-6, 68308-37-2, 68334-39-4, 68440-99-3, 68918-05-8	
693-07-2	Ethane, 1-chloro-2-(ethylthio)-		
1152-61-0	L-Aspartic acid, N-[(phenylmethoxy)carbonyl]-	111197-43-4, 182410-54-4, 22259-06-9	
1726-66-5	Aluminum, tris(decyl)-		
26294-98-4	2-Pentenenitrile, (2E)-		
84-66-2	1,2-Benzenedicarboxylic acid, 1,2-diethyl ester	1431865-87-0	
3468-63-1	2-Naphthalenol, 1-[2-(2,4-dinitrophenyl)diazenyl]-		
1726-65-4	Aluminum, trihexadecyl-		
107-05-1	1-Propene, 3-chloro-	107-18-6	
584-84-9	Benzene, 2,4-diisocyanato-1-methyl-	1260158-01-7, 1358624-38-0, 59539-76-3, 856307-56-7, 86-91-9	
693-21-0	Ethanol, 2,2'-oxybis-, 1,1'-dinitrate	66492-77-1	
17796-82-6	1H-Isoindole-1,3(2H)-dione, 2-(cyclohexylthio)-	866259-75-8	
9046-01-9	Poly(oxy-1,2-ethanediyl), .alpha.-tridecyl-.omega.-hydroxy-, phosphate	12674-36-1, 2173029-94-0, 2353411-33-1, 39464-71-6, 422555-38-2, 50813-88-2, 64540-45-0, 67167-25-3, 71950-12-4, 8051-04-5, 80748-97-6, 86675-78-7	
84-69-5	1,2-Benzenedicarboxylic acid, 1,2-bis(2-methylpropyl) ester		
5160-02-1	Benzenesulfonic acid, 5-chloro-2-[2-(2-hydroxy-1-naphthalenyl)diazenyl]-4-methyl-, barium salt (2:1)	12237-52-4, 12238-39-0, 12238-41-4, 12238-43-6, 24777-23-9, 52627-68-6, 68894-03-1	
693-23-2	Dodecanedioic acid	142610-44-4, 91485-80-2	
115-70-8	1,3-Propanediol, 2-amino-2-ethyl-		
97-63-2	2-Propenoic acid, 2-methyl-, ethyl ester		
135-76-2	2-Naphthalenesulfonic acid, 6-hydroxy-, sodium salt (1:1)		
1163-19-5	Benzene, 1,1'-oxybis[2,3,4,5,6-pentabromo-	109945-70-2, 1201677-32-8, 145538-74-5	
17797-03-4	Cyclohexanesulfenyl chloride		
693-33-4	1-Hexadecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt		
409-02-9	Heptenone, methyl-	132958-67-9	
68956-48-9	Fuel oil, residual, wastewater skimmings		
17804-35-2	Carbamic acid, N-[1-[(butylamino)carbonyl]-1H-benzimidazol-2-yl]-, methyl ester	1135441-25-6, 39357-40-9, 52683-56-4	
693-36-7	Propanoic acid, 3,3'-thiobis-, 1,1'-dioctadecyl ester	115863-90-6, 1323-85-9, 60649-48-1	
68956-47-8	Fuel oil, isoprene reject absorption		
97-64-3	Propanoic acid, 2-hydroxy-, ethyl ester	2676-33-7	
97-65-4	Butanedioic acid, 2-methylene-	1887074-72-7, 2949426-48-4	
115-77-5	1,3-Propanediol, 2,2-bis(hydroxymethyl)-	1413934-54-9, 1889241-87-5, 2014337-56-3, 75398-86-6, 88201-29-0	
5165-97-9	1-Propanesulfonic acid, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-, sodium salt (1:1)	112666-19-0, 113996-54-6, 115137-50-3, 1258282-31-3, 129701-88-8, 1392119-86-6, 1467054-33-6, 152634-06-5, 171063-24-4, 192388-82-2, 2127352-10-5, 2569110-18-3, 65829-59-6, 76701-57-0, 86848-82-0, 95243-13-3	
68440-15-3	Fatty acids, palm-oil	2081066-98-8, 2231419-61-5, 8037-13-6, 8045-86-1	
107-06-2	Ethane, 1,2-dichloro-	52399-93-6	
26303-54-8	1-Decanol, aluminum salt (3:1)		
67774-74-7	Benzene, C10-13-alkyl derivs.		
68608-59-3	Ethane, 1,2-dichloro-, manuf. of, by-products from, distn. lights	84418-58-6	
67784-77-4	Quaternary ammonium compounds, bis(hydroxyethyl)methyltallow alkyl, chlorides		
115-83-3	Octadecanoic acid, 1,1'-[2,2-bis[[(1-oxooctadecyl)oxy]methyl]-1,3-propanediyl] ester	119789-86-5, 133247-83-3, 1606126-68-4, 1611490-27-7, 180513-61-5, 1872466-08-4, 2844312-50-9, 51588-54-6, 800374-44-1	
72275-86-6	Alkenes, C15-18 .alpha.-, reaction products with sulfurized dodecylphenol calcium salt, sulfurized		
97-72-3	Propanoic acid, 2-methyl-, 1,1'-anhydride	1366133-49-4	
68956-52-5	Hydrocarbons, C4-8		
115733-09-0	Benzenesulfonic acid, C14-24-branched and linear alkyl derivs., calcium salts		
84-74-2	1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester		
17824-83-8	2-Pyridinecarbonitrile, 3,4,5,6-tetrachloro-		
98730-04-2	Ethanone, 2,2-dichloro-1-(2,3-dihydro-3-methyl-4H-1,4-benzoxazin-4-yl)-		
136-23-2	Zinc, bis(dibutylcarbamodithioato-.kappa.S,.kappa.S')-, (T-4)-	1192843-75-6, 1260237-19-1, 13497-84-2, 1883563-94-7, 20609-60-3, 942266-56-0	
97-74-5	Thiodicarbonic diamide ([(H2N)C(S)]2S), N,N,N',N'-tetramethyl-		
68956-54-7	Hydrocarbons, C4-unsatd.		
115733-08-9	Benzene, C14-24-branched and linear alkyl derivs.		
586-62-9	Cyclohexene, 1-methyl-4-(1-methylethylidene)-	69073-38-7	
693-95-8	Thiazole, 4-methyl-		
42220-47-3	Phosphonic acid, P,P'-(1-hydroxyethylidene)bis-, compd. with 2-aminoethanol (1:?)		
115733-10-3	Benzenesulfonic acid, C14-24-branched and linear alkyl derivs., calcium salts, overbased		
68440-24-4	Fatty acids, tall-oil, 2-mercaptoethyl esters		
68956-56-9	Hydrocarbons, terpene processing by-products		
694-83-7	1,2-Cyclohexanediamine	1363165-88-1, 1370087-37-8, 1375963-84-0, 1379448-80-2, 1426155-73-8, 1562666-14-1, 2102731-79-1, 2508236-44-8, 2925366-84-1	
115-86-6	Phosphoric acid, triphenyl ester	402955-02-6	
63512-64-1	Naphthalene, diisononyl-		
6742-54-7	Benzene, undecyl-		
97-77-8	Thioperoxydicarbonic diamide ([(H2N)C(S)]2S2), N,N,N',N'-tetraethyl-	11078-22-1, 155-01-1	
1738-25-6	Propanenitrile, 3-(dimethylamino)-		
42222-50-4	9-Octadecenoic acid (9Z)-, 1,1'-(2,2-dimethyl-1,3-propanediyl) ester	119742-27-7	
115829-36-2	Benzenesulfonic acid, C14-24-branched and linear alkyl derivs.		
5188-07-8	Methanethiol, sodium salt (1:1)	1163726-60-0, 1860886-54-9, 2412885-58-4, 2923963-83-9, 88905-59-3	
2524-03-0	Phosphorochloridothioic acid, O,O-dimethyl ester		
73467-77-3	Poly[oxy(ethyl-1,2-ethanediyl)], .alpha.-(chlorocarbonyl)-.omega.-(tetrapropylenephenoxy)-	101756-20-1	
9050-36-6	Maltodextrin	104859-39-4, 104859-43-0, 104859-45-2, 104859-47-4, 104859-49-6, 104859-62-3, 104859-75-8, 1202746-12-0, 126776-44-1, 126776-45-2, 127120-90-5, 127961-35-7, 138068-30-1, 1394820-68-8, 142583-82-2, 1859060-98-2, 187983-07-9, 216252-89-0, 220857-34-1, 287179-53-7, 2983451-49-4, 39283-25-5, 52769-80-9, 54077-26-8, 61008-41-1, 87090-11-7, 89750-26-5	
67784-87-6	Glycerides, palm-oil mono- and di-, hydrogenated		
2524-04-1	Phosphorochloridothioic acid, O,O-diethyl ester	1081841-50-0	
84-77-5	1,2-Benzenedicarboxylic acid, 1,2-didecyl ester		
68440-34-6	Fatty acids, tallow, zinc salts		
68608-77-5	Benzenamine, 2-ethyl-N-(2-ethylphenyl)-, (tripropenyl) derivs.		
9051-13-2	Cellulose, hydrogen carbonodithioate, sodium salt	37226-60-1, 9006-69-3	
97-85-8	Propanoic acid, 2-methyl-, 2-methylpropyl ester	297-85-8	
68307-98-2	Tail gas (petroleum), catalytic cracked distillate and catalytic cracked naphtha fractionation absorber		
115-95-7	1,6-Octadien-3-ol, 3,7-dimethyl-, 3-acetate	16509-66-3, 40135-38-4, 8022-85-3	
136-51-6	Hexanoic acid, 2-ethyl-, calcium salt (2:1)	1189704-62-8	
1185-55-3	Silane, trimethoxymethyl-	106153-30-4, 120250-60-4, 1937324-08-7, 2353507-75-0	
116265-68-0	Phosphorous acid, triphenyl ester, reaction products with dipropylene glycol		
1742-14-9	Benzene, 1,1'-ethylidenebis[3,4-dimethyl-		
136-52-7	Hexanoic acid, 2-ethyl-, cobalt(2+) salt (2:1)	221315-92-0, 25360-65-0, 2923068-59-9, 87947-13-5	
68956-70-7	Petroleum products, C5-12, reclaimed, wastewater treatment		
68440-42-6	Fats and Glyceridic oils, menhaden, polymd., oxidized		
68608-80-0	Benzene, C6-12-alkyl derivs.		
97-86-9	2-Propenoic acid, 2-methyl-, 2-methylpropyl ester	266675-13-2	
68440-40-4	Lard, oil, Me esters, sulfurized		
136-53-8	Hexanoic acid, 2-ethyl-, zinc salt (2:1)	1000888-64-1, 1427465-86-8, 157321-97-6, 1615656-61-5	
68307-99-3	Tail gas (petroleum), catalytic polymn. naphtha fractionation stabilizer		
26351-32-6	Propanenitrile, 3-[(9Z)-9-octadecen-1-ylamino]-		
115-96-8	Ethanol, 2-chloro-, 1,1',1''-phosphate	21343-84-0	
107-12-0	Propanenitrile		
68308-01-0	Tail gas (petroleum), cracked distillate hydrotreater stripper		
68608-82-2	Benzene, ethylenated, by-products from	68987-43-9	
68308-04-3	Tail gas (petroleum), gas recovery plant		
97-88-1	2-Propenoic acid, 2-methyl-, butyl ester	1151915-97-7, 1310566-97-2, 1343477-79-1, 159172-35-7, 55922-77-5	
65652-41-7	Phosphoric acid, bis[(1,1-dimethylethyl)phenyl] phenyl ester		
23681-60-9	Benzenemethanol, 4-(phenylamino)-.alpha.,.alpha.-bis[4-(phenylamino)phenyl]-		
5216-25-1	Benzene, 1-chloro-4-(trichloromethyl)-		
54261-67-5	Zinc, bis[O,O-bis(dodecylphenyl) phosphorodithioato-.kappa.S,.kappa.S']-	61368-65-8	
68308-03-2	Tail gas (petroleum), gas oil catalytic cracking absorber		
68308-05-4	Tail gas (petroleum), gas recovery plant deethanizer		
68608-89-9	Benzenesulfonic acid, mono-C11-13-branched alkyl derivs., sodium salts		
2528-36-1	Phosphoric acid, dibutyl phenyl ester		
68608-88-8	Benzenesulfonic acid, mono-C11-13-branched alkyl derivs.		
60754-24-7	Carbamic acid, N-cyano-N-methyl-, ethyl ester		
97-90-5	2-Propenoic acid, 2-methyl-, 1,1'-(1,2-ethanediyl) ester	108772-05-0, 1134189-44-8, 1205547-89-2, 121266-93-1, 121978-90-3, 130865-23-5, 135623-36-8, 138454-60-1, 138533-09-2, 154855-14-8, 1552289-42-5, 156940-26-0, 1623115-14-9, 1803532-84-4, 205501-13-9, 256439-71-1, 2803295-08-9, 37211-46-4, 51026-92-7, 56480-56-9, 81897-47-4, 930792-25-9	
68308-07-6	Tail gas (petroleum), hydrodesulfurized vacuum gas oil stripper, hydrogen sulfide-free		
74-82-8	Methane	131452-56-7	
29512-49-0	Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(diethylamino)-3'-methyl-2'-(phenylamino)-	195740-05-7, 89591-41-3, 96142-57-3, 98565-99-2	
68308-06-5	Tail gas (petroleum), hydrodesulfurized distillate and hydrodesulfurized naphtha fractionator, acid-free		
97-93-8	Aluminum, triethyl-	13482-15-0	
14433-76-2	Decanamide, N,N-dimethyl-	881838-40-0	
107-13-1	2-Propenenitrile	1006710-56-0, 1197872-06-2, 1221168-60-0, 1309882-90-3, 1424-48-2, 1538611-90-3, 2015239-29-7, 29754-21-0, 63908-52-1, 769126-92-3, 769134-66-9	
9057-91-4	Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 1,3-diisocyanatomethylbenzene	1155209-48-5, 115967-83-4, 125388-63-8, 129868-78-6, 130756-86-4, 148855-93-0, 151902-49-7, 2092994-15-3, 2415243-50-2, 287977-08-6, 37325-05-6, 440369-11-9, 56841-90-8, 58517-55-8, 60318-06-1, 62955-19-5, 65668-46-4, 74172-42-2, 74998-31-5, 80572-04-9, 86561-70-8, 9019-86-7, 9037-94-9	
68308-08-7	Tail gas (petroleum), isomerized naphtha fractionation stabilizer		
68525-87-1	Corn oil, hydrogenated		
2530-83-8	Oxirane, 2-[[3-(trimethoxysilyl)propoxy]methyl]-	108727-79-3, 120026-01-9, 1258965-22-8, 1370605-09-6, 138590-36-0, 163035-07-2, 1923856-63-6, 2170716-79-5, 225795-63-1, 2387553-07-1, 2573821-66-4, 26348-10-7, 346694-79-9, 51938-40-0, 52254-18-9, 53029-18-8, 597543-71-0, 625115-01-7, 65323-93-5, 66796-19-8, 834889-14-4, 852245-94-4, 861807-90-1, 88385-40-4	
68308-10-1	Tail gas (petroleum), straight-run distillate hydrodesulfurizer, hydrogen sulfide-free		
116-14-3	Ethene, 1,1,2,2-tetrafluoro-	1449755-53-6, 2872553-97-2, 9014-83-9	
68308-12-3	Tail gas (petroleum), vacuum gas oil hydrodesulfurizer, hydrogen sulfide-free		
68609-04-1	Cyclohexane, oxidized, non-acidic by-products, distn. residues		
68308-11-2	Tail gas (petroleum), propane-propylene alkylation feed prep deethanizer		
2530-85-0	2-Propenoic acid, 2-methyl-, 3-(trimethoxysilyl)propyl ester	100662-14-4, 114266-32-9, 1173882-02-4, 1246811-88-0, 1632407-07-8, 166799-02-6, 1995778-47-6, 201732-58-3, 2088315-70-0, 2323631-53-2, 2375881-80-2, 2415635-33-3, 2640163-80-8, 65323-94-6, 65323-95-7, 65324-72-3, 66796-20-1, 72779-68-1, 79642-98-1, 82658-67-1, 834889-15-5, 85256-86-6, 96353-41-2	
9063-38-1	Starch, carboxymethyl ether, sodium salt	60351-56-6, 65931-51-3, 9061-71-6	
68308-15-6	Alkenes, C5, polymd.		
97-99-4	2-Furanmethanol, tetrahydro-	72074-94-3, 82853-20-1	
14450-05-6	Nonanoic acid, 1,1'-[2,2-bis[[(1-oxononyl)oxy]methyl]-1,3-propanediyl] ester	128557-13-1	
2530-87-2	Silane, (3-chloropropyl)trimethoxy-	2974373-49-2	
68609-05-2	Cyclohexane, oxidized, non-acidic by-products, distn. lights		
74-83-9	Methane, bromo-	1361252-19-8, 1519044-64-4, 2692599-21-4	
98-00-0	2-Furanmethanol	1262335-14-7	
137-16-6	Glycine, N-methyl-N-(1-oxododecyl)-, sodium salt (1:1)	1322-85-6, 75195-12-9, 76724-33-9, 912455-41-5	
116-15-4	1-Propene, 1,1,2,3,3,3-hexafluoro-		
26377-29-7	Phosphorodithioic acid, O,O-dimethyl ester, sodium salt (1:1)	119600-33-8	
107-15-3	1,2-Ethanediamine	8030-24-8, 85404-18-8	
17976-43-1	2,4,6,8,3,5,7-Benzotetraoxatriplumbacycloundecin-3,5,7-triylidene, 1,9-dihydro-1,9-dioxo-		
29590-42-9	2-Propenoic acid, isooctyl ester	159474-76-7	
71243-68-0	Resin acids and Rosin acids, fumarated, decyl esters		
68908-69-0	2,5-Furandione, dihydro-, polyisobutenyl derivs., reaction products with triethylenetetramine		
137-20-2	Ethanesulfonic acid, 2-[methyl[(9Z)-1-oxo-9-octadecen-1-yl]amino]-, sodium salt (1:1)	28776-17-2, 32075-38-0	
74-84-0	Ethane		
23783-42-8	3,6,9,12-Tetraoxatridecan-1-ol		
590-01-2	Propanoic acid, butyl ester		
68308-27-0	Fuel gases, refinery		
1758-73-2	Methanesulfinic acid, 1-amino-1-imino-	1081537-75-8, 110445-04-0, 23056-93-1, 42580-06-3, 56766-73-5, 852937-99-6	
85-40-5	1H-Isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-		
590-18-1	2-Butene, (2Z)-		
98-01-1	2-Furancarboxaldehyde		
29598-76-3	Propanoic acid, 3-(dodecylthio)-, 1,1'-[2,2-bis[[3-(dodecylthio)-1-oxopropoxy]methyl]-1,3-propanediyl] ester	113285-57-7, 1429516-22-2, 2775395-12-3, 72847-47-3, 888324-56-9	
107-16-4	Acetonitrile, 2-hydroxy-		
9066-50-6	Lignosulfonic acid, chromium salt		
68609-22-3	Ethane, 1,2-dichloro-, manuf. of, by-products from, distn. residues	70513-64-3	
6842-15-5	1-Propene, tetramer		
117875-77-1	Sulfuric acid, mono-C10-16-alkyl esters, compds. with triethanolamine		
85-41-6	1H-Isoindole-1,3(2H)-dione		
590-19-2	1,2-Butadiene		
86564-45-6	Phenol, 4-nonyl-, polymer with sulfur chloride (S2Cl2)		
116-53-0	Butanoic acid, 2-methyl-	600-07-7	
86508-42-1	Perfluoro compounds, C5-18		
74-85-1	Ethene	33060-30-9, 72-55-9, 87701-64-2, 87701-65-3	
6846-50-0	Propanoic acid, 2-methyl-, 1,1'-[2,2-dimethyl-1-(1-methylethyl)-1,3-propanediyl] ester	1206955-85-2, 3060352-70-4, 53490-81-6, 939776-40-6	
1760-24-3	1,2-Ethanediamine, N1-[3-(trimethoxysilyl)propyl]-	1020103-35-8, 116711-38-7, 1259320-26-7, 127120-81-4, 1426546-25-9, 143178-75-0, 165168-67-2, 1818195-86-6, 184049-27-2, 2635390-46-2, 327596-19-0, 37251-12-0, 460988-69-6, 467420-00-4, 53241-21-7, 663911-35-1, 77238-27-8, 864240-63-1	
137-26-8	Thioperoxydicarbonic diamide ([(H2N)C(S)]2S2), N,N,N',N'-tetramethyl-	1135443-08-1, 12680-07-8, 12680-62-5, 200889-05-0, 2213445-87-3, 39456-80-9, 56645-31-9, 66173-72-6, 793709-88-3, 92481-09-9, 93196-73-7	
26401-27-4	Phosphorous acid, isooctyl diphenyl ester	25360-19-4	
107-18-6	2-Propen-1-ol		
68308-34-9	Shale oils		
85-42-7	1,3-Isobenzofurandione, hexahydro-	102483-85-2, 109265-67-0, 117276-22-9, 95327-28-9	
68441-09-8	Hydrocarbon waxes (petroleum), clay-treated microcryst., contg. polyethylene, oxidized		
74-86-2	Ethyne	57113-74-3	
85-43-8	1,3-Isobenzofurandione, 3a,4,7,7a-tetrahydro-	1312159-69-5, 1431295-16-7, 2377923-09-4, 2758647-50-4, 27936-16-9, 57570-09-9	
67998-94-1	Octadecanoic acid, sulfo-, sodium salt (1:?)		
1761-71-3	Cyclohexanamine, 4,4'-methylenebis-	123203-35-0, 1809080-89-4	
107-19-7	2-Propyn-1-ol	139-40-2	
29637-52-3	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[(3-amino-3-oxopropyl)(2-hydroxyethyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)		
85-44-9	1,3-Isobenzofurandione	39363-63-8	
68908-97-4	Aluminum, tri-C2-20-alkyl complexes		
5281-04-9	2-Naphthalenecarboxylic acid, 3-hydroxy-4-[2-(4-methyl-2-sulfophenyl)diazenyl]-, calcium salt (1:1)	106008-82-6, 11145-41-8, 116357-55-2, 116711-94-5, 12238-33-4, 12238-35-6, 12238-36-7, 12238-46-9, 12238-47-0, 1255344-55-8, 128282-14-4, 1325-10-6, 149003-64-5, 1818339-54-6, 1878210-16-2, 217821-04-0, 2197953-57-2, 2305048-53-5, 2756128-03-5, 37340-13-9, 39340-05-1, 53028-84-5, 53612-29-6, 57176-64-4, 57917-29-0, 60748-28-9, 69458-81-7	
98-07-7	Benzene, (trichloromethyl)-		
137-32-6	1-Butanol, 2-methyl-	34713-94-5	
5283-66-9	Silane, trichlorooctyl-		
54395-52-7	1H-Isoindole-1,3(2H)-dione, 5,5'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis[2-methyl-		
6863-58-7	Butane, 2,2'-oxybis-		
68308-53-2	Fatty acids, soya	8034-67-1, 8034-68-2, 8034-69-3, 8037-74-9, 8037-75-0, 8045-91-8, 8045-92-9, 8045-93-0	
6865-35-6	Octadecanoic acid, barium salt (2:1)		
2549-53-3	2-Propenoic acid, 2-methyl-, tetradecyl ester		
74-87-3	Methane, chloro-	1173018-35-3, 1474045-09-4, 1474045-10-7, 1474045-11-8, 1596379-05-3, 16786-44-0, 2692599-23-6	
137-40-6	Propanoic acid, sodium salt (1:1)	1159574-04-5, 1159574-05-6, 686-67-9, 8027-08-5	
68609-64-3	1,6-Hexanediol, distn. intermediates		
98-09-9	Benzenesulfonyl chloride	114415-79-1	
42558-01-0	Cyclopentanone, 2-(1-hydroxypentyl)-		
68308-54-3	Glycerides, tallow mono-, di- and tri-, hydrogenated		
117-08-8	1,3-Isobenzofurandione, 4,5,6,7-tetrachloro-	204975-24-6, 858829-10-4	
2550-06-3	Silane, trichloro(3-chloropropyl)-		
6876-13-7	Bicyclo[3.1.1]heptane, 2,6,6-trimethyl-, (1R,2S,5R)-rel-	112456-47-0	
68609-68-7	1-Hexanol, 2-ethyl-, manuf. of, by-products from, distn. residues		
107-21-1	1,2-Ethanediol	1371582-33-0, 2088100-90-5, 37221-95-7, 71767-64-1	
137-42-8	Carbamodithioic acid, methyl-, monosodium salt	118939-68-7, 6734-80-1	
68526-52-3	Alkenes, C6		
98-11-3	Benzenesulfonic acid	2089288-60-6, 2756222-54-3	
68909-18-2	Pyridinium, 1-(phenylmethyl)-, Et Me derivs., chlorides		
68526-54-5	Alkenes, C7-9, C8-rich		
6881-94-3	Ethanol, 2-(2-propoxyethoxy)-		
68526-53-4	Alkenes, C6-8, C7-rich		
87396-22-3	Phosphonic acid, P,P',P'',P'''-[[(phosphonomethyl)imino]bis[6,1-hexanediylnitrilobis(methylene)]]tetrakis-, reaction products with ammonia-diethylene glycol reaction product morpholine derivs. residues		
68526-55-6	Alkenes, C8-10, C9-rich		
98-13-5	Benzene, (trichlorosilyl)-	155684-07-4, 155684-39-2	
65817-50-7	1,2-Ethanediamine, N1-(2-aminoethyl)-N2-[2-[2-(8Z)-8-heptadecen-1-yl-4,5-dihydro-1H-imidazol-1-yl]ethyl]-		
68308-67-8	Quaternary ammonium compounds, ethyldimethylsoya alkyl, Et sulfates		
107-22-2	Ethanedial	83513-30-8	
3586-14-9	Benzene, 1-methyl-3-phenoxy-		
719-32-4	1,4-Benzenedicarbonyl dichloride, 2,3,5,6-tetrachloro-		
68909-32-0	Propanenitrile, 3-[[3-(tridecyloxy)propyl]amino]-, branched	68511-46-6	
85-68-7	1,2-Benzenedicarboxylic acid, 1-butyl 2-(phenylmethyl) ester	58128-78-2	
68526-57-8	Alkenes, C10-12, C11-rich		
73665-18-6	Extract residues (coal), tar oil alk., naphthalene distn. residues		
1779-48-2	Phosphinic acid, P-phenyl-		
1779-25-5	Aluminum, chlorobis(2-methylpropyl)-		
74-89-5	Methanamine	119775-09-6, 1391413-98-1, 2421217-09-4, 42939-70-8, 85404-17-7	
68526-56-7	Alkenes, C9-11, C10-rich		
9084-06-4	Naphthalenesulfonic acid, polymer with formaldehyde, sodium salt	100328-62-9, 100357-16-2, 11116-58-8, 1192028-40-2, 1328883-00-6, 144377-98-0, 172826-70-9, 176634-22-3, 1817608-94-8, 2163097-48-9, 2952966-24-2, 37380-59-9, 39355-05-0, 39392-95-5, 39434-50-9, 51161-47-8, 51329-79-4, 51434-09-4, 56730-68-8, 59977-76-3, 87435-68-5	
68526-58-9	Alkenes, C11-13, C12-rich		
107-25-5	Ethene, methoxy-		
68609-92-7	9-Octadecenoic acid (9Z)-, epoxidized, ester with propylene glycol		
98-16-8	Benzenamine, 3-(trifluoromethyl)-		
85-69-8	1,2-Benzenedicarboxylic acid, 1-butyl 2-(2-ethylhexyl) ester		
3590-84-9	Stannane, tetraoctyl-		
14548-85-7	2-Butenedioic acid (2E)-, ammonium salt (1:2)		
68308-74-7	Amides, tall-oil fatty, N,N-di-Me		
73758-62-0	Phenol, C12-and C18-30-alkyl derivs., sulfurized, calcium salts, overbased		
107-29-9	Acetaldehyde, oxime		
68909-40-0	1,4-Benzenedicarboxylic acid, compds. with polyisobutenyl succinic anhydride-tetraethylenepentamine reaction products		
6915-15-7	Butanedioic acid, 2-hydroxy-	1334703-48-8, 41308-42-3, 617-48-1, 623158-98-5, 879715-44-3	
68609-96-1	Oxirane, 2-[(C8-10-alkyloxy)methyl] derivs.		
119345-03-8	Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated		
68441-66-7	Decanoic acid, mixed esters with dipentaerythritol, octanoic acid and valeric acid		
107-30-2	Methane, chloromethoxy-	2775252-81-6	
87676-07-1	3-Thiophenamine, N-(2-methoxy-1-methylethyl)-2,4-dimethyl-		
119345-02-7	Benzene, 1,1'-oxybis-, tetrapropylene derivs.		
98-29-3	1,2-Benzenediol, 4-(1,1-dimethylethyl)-	71210-63-4	
68002-58-4	Quaternary ammonium compounds, di-C14-18-alkyldimethyl, Me sulfates		
5324-84-5	1-Octanesulfonic acid, sodium salt (1:1)	163883-56-5	
68609-97-2	Oxirane, 2-[(C12-14-alkyloxy)methyl] derivs.		
138-25-0	1,3-Benzenedicarboxylic acid, 5-sulfo-, 1,3-dimethyl ester		
119345-04-9	Benzene, 1,1'-oxybis-, tetrapropylene derivs., sulfonated, sodium salts		
1203-17-4	1H-Indene, 2,3-dihydro-1,1,2,3,3-pentamethyl-		
68441-68-9	Decanoic acid, mixed esters with octanoic acid and pentaerythritol	68071-00-1, 69226-96-6	
68002-59-5	Quaternary ammonium compounds, di-C14-18-alkyldimethyl, chlorides	59764-22-6	
107-31-3	Formic acid, methyl ester	1053659-55-4, 1173023-73-8, 1196157-81-9	
68526-77-2	Aromatic hydrocarbons, ethane cracking scrubber effluent and flare drum		
26447-10-9	Benzenesulfonic acid, dimethyl-, ammonium salt (1:1)	127579-57-1	
68002-64-2	Nitriles, C16 and C18-unsatd.		
67786-25-8	Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[bis(2-hydroxypropyl)amino]-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)	2151869-02-0	
6923-52-0	Acetic acid, antimony(3+) salt (3:1)	3643-76-3, 875817-23-5	
68610-07-1	Formaldehyde, polymers with isobutylenated phenol		
74-93-1	Methanethiol	1417534-47-4, 505027-72-5, 63933-47-1	
68526-79-4	Hexanol, branched and linear		
